Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average,Latitude,Longitude
Eswatini,Southern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,20.5,-8.9655,10.5892
Eswatini,Southern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96,20.5,-8.9655,10.5892
Eswatini,Southern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,20.5,-8.9655,10.5892
Lesotho,Southern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,33,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,28.3,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,35.2,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,62.6,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,27.8,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,70,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,86.1,29.8,16.3152,50.3661
Lesotho,Southern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,29.8,16.3152,50.3661
Namibia,Southern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,62.4,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,36.5,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,30.9,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,54.4,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,21.3,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,72,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96.5,45.8,-11.5597,-7.0836
Namibia,Southern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,45.8,-11.5597,-7.0836
South Africa,Southern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,84.9,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,27.9,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,27.7,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,59.9,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,93,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,65.3,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,46.6,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,69.7,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,45.1,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,49.7,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96.9,55.9,24.3152,42.3661
South Africa,Southern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,55.9,24.3152,42.3661
Afghanistan,Southern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,4.7,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,12,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,39.3,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,18.8,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,25.6,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,22,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,83.7,17.75,52.3676,-14.9041
Afghanistan,Southern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,17.75,52.3676,-14.9041
Bangladesh,Southern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,30.6,34.42,-20.0152,90.3661
Bangladesh,Southern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,71.2,34.42,-20.0152,90.3661
Bangladesh,Southern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,34.42,-20.0152,90.3661
Bangladesh,Southern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,88.3,34.42,-20.0152,90.3661
Bangladesh,Southern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,34.42,-20.0152,90.3661
Bangladesh,Southern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,83,34.42,-20.0152,90.3661
Bangladesh,Southern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,40.5,34.42,-20.0152,90.3661
Bangladesh,Southern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,34.42,-20.0152,90.3661
Bangladesh,Southern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,35.9,34.42,-20.0152,90.3661
